race;horseNumber;odds;type
[1, 2];[1, 1];31.0;DBL
[1, 2];[2, 1];22.0;DBL
[1, 2];[3, 1];28.0;DBL
[1, 2];[4, 1];144.0;DBL
[1, 2];[5, 1];22.0;DBL
[1, 2];[6, 1];118.0;DBL
[1, 2];[7, 1];63.0;DBL
[1, 2];[8, 1];424.0;DBL
[1, 2];[9, 1];52.0;DBL
[1, 2];[10, 1];365.0;DBL
[1, 2];[11, 1];340.0;DBL
[1, 2];[1, 2];31.0;DBL
[1, 2];[2, 2];72.0;DBL
[1, 2];[3, 2];53.0;DBL
[1, 2];[4, 2];294.0;DBL
[1, 2];[5, 2];59.0;DBL
[1, 2];[6, 2];186.0;DBL
[1, 2];[7, 2];45.0;DBL
[1, 2];[8, 2];474.0;DBL
[1, 2];[9, 2];148.0;DBL
[1, 2];[10, 2];738.0;DBL
[1, 2];[11, 2];483.0;DBL
[1, 2];[1, 3];29.0;DBL
[1, 2];[2, 3];37.0;DBL
[1, 2];[3, 3];24.0;DBL
[1, 2];[4, 3];186.0;DBL
[1, 2];[5, 3];37.0;DBL
[1, 2];[6, 3];161.0;DBL
[1, 2];[7, 3];110.0;DBL
[1, 2];[8, 3];436.0;DBL
[1, 2];[9, 3];45.0;DBL
[1, 2];[10, 3];484.0;DBL
[1, 2];[11, 3];381.0;DBL
[1, 2];[1, 4];49.0;DBL
[1, 2];[2, 4];61.0;DBL
[1, 2];[3, 4];49.0;DBL
[1, 2];[4, 4];211.0;DBL
[1, 2];[5, 4];43.0;DBL
[1, 2];[6, 4];172.0;DBL
[1, 2];[7, 4];96.0;DBL
[1, 2];[8, 4];465.0;DBL
[1, 2];[9, 4];105.0;DBL
[1, 2];[10, 4];524.0;DBL
[1, 2];[11, 4];421.0;DBL
[1, 2];[1, 5];316.0;DBL
[1, 2];[2, 5];232.0;DBL
[1, 2];[3, 5];406.0;DBL
[1, 2];[4, 5];487.0;DBL
[1, 2];[5, 5];237.0;DBL
[1, 2];[6, 5];833.0;DBL
[1, 2];[7, 5];829.0;DBL
[1, 2];[8, 5];999.0;DBL
[1, 2];[9, 5];520.0;DBL
[1, 2];[10, 5];877.0;DBL
[1, 2];[11, 5];999.0;DBL
[1, 2];[1, 6];21.0;DBL
[1, 2];[2, 6];22.0;DBL
[1, 2];[3, 6];22.0;DBL
[1, 2];[4, 6];182.0;DBL
[1, 2];[5, 6];20.0;DBL
[1, 2];[6, 6];103.0;DBL
[1, 2];[7, 6];79.0;DBL
[1, 2];[8, 6];418.0;DBL
[1, 2];[9, 6];60.0;DBL
[1, 2];[10, 6];328.0;DBL
[1, 2];[11, 6];275.0;DBL
[1, 2];[1, 7];315.0;DBL
[1, 2];[2, 7];496.0;DBL
[1, 2];[3, 7];507.0;DBL
[1, 2];[4, 7];999.0;DBL
[1, 2];[5, 7];377.0;DBL
[1, 2];[6, 7];999.0;DBL
[1, 2];[7, 7];287.0;DBL
[1, 2];[8, 7];999.0;DBL
[1, 2];[9, 7];909.0;DBL
[1, 2];[10, 7];999.0;DBL
[1, 2];[11, 7];892.0;DBL
[1, 2];[1, 8];28.0;DBL
[1, 2];[2, 8];33.0;DBL
[1, 2];[3, 8];46.0;DBL
[1, 2];[4, 8];195.0;DBL
[1, 2];[5, 8];32.0;DBL
[1, 2];[6, 8];168.0;DBL
[1, 2];[7, 8];79.0;DBL
