race,horseNumber,odds,type
2,1,7.2,WIN
2,2,18,WIN
2,3,30,WIN
2,4,12,WIN
2,5,28,WIN
2,6,8.9,WIN
2,7,18,WIN
2,8,4.4,WIN
2,9,29,WIN
2,10,3,WIN
2,11,8.6,WIN
