race;horseNumber;odds;type
[1, 2];[1, 1];0.0;DBL
[1, 2];[2, 1];153.0;DBL
[1, 2];[3, 1];999.0;DBL
[1, 2];[4, 1];8.1;DBL
[1, 2];[5, 1];403.0;DBL
[1, 2];[6, 1];123.0;DBL
[1, 2];[7, 1];0.0;DBL
[1, 2];[8, 1];112.0;DBL
[1, 2];[9, 1];479.0;DBL
[1, 2];[1, 2];0.0;DBL
[1, 2];[2, 2];120.0;DBL
[1, 2];[3, 2];702.0;DBL
[1, 2];[4, 2];6.0;DBL
[1, 2];[5, 2];276.0;DBL
[1, 2];[6, 2];72.0;DBL
[1, 2];[7, 2];0.0;DBL
[1, 2];[8, 2];63.0;DBL
[1, 2];[9, 2];364.0;DBL
[1, 2];[1, 3];0.0;DBL
[1, 2];[2, 3];217.0;DBL
[1, 2];[3, 3];808.0;DBL
[1, 2];[4, 3];18.0;DBL
[1, 2];[5, 3];565.0;DBL
[1, 2];[6, 3];189.0;DBL
[1, 2];[7, 3];0.0;DBL
[1, 2];[8, 3];139.0;DBL
[1, 2];[9, 3];373.0;DBL
[1, 2];[1, 4];0.0;DBL
[1, 2];[2, 4];246.0;DBL
[1, 2];[3, 4];999.0;DBL
[1, 2];[4, 4];17.0;DBL
[1, 2];[5, 4];563.0;DBL
[1, 2];[6, 4];139.0;DBL
[1, 2];[7, 4];0.0;DBL
[1, 2];[8, 4];132.0;DBL
[1, 2];[9, 4];601.0;DBL
[1, 2];[1, 5];0.0;DBL
[1, 2];[2, 5];174.0;DBL
[1, 2];[3, 5];958.0;DBL
[1, 2];[4, 5];8.3;DBL
[1, 2];[5, 5];211.0;DBL
[1, 2];[6, 5];98.0;DBL
[1, 2];[7, 5];0.0;DBL
[1, 2];[8, 5];67.0;DBL
[1, 2];[9, 5];377.0;DBL
[1, 2];[1, 6];0.0;DBL
[1, 2];[2, 6];99.0;DBL
[1, 2];[3, 6];685.0;DBL
[1, 2];[4, 6];8.3;DBL
[1, 2];[5, 6];263.0;DBL
[1, 2];[6, 6];80.0;DBL
[1, 2];[7, 6];0.0;DBL
[1, 2];[8, 6];73.0;DBL
[1, 2];[9, 6];342.0;DBL
[1, 2];[1, 7];0.0;DBL
[1, 2];[2, 7];367.0;DBL
[1, 2];[3, 7];999.0;DBL
[1, 2];[4, 7];23.0;DBL
[1, 2];[5, 7];459.0;DBL
[1, 2];[6, 7];201.0;DBL
[1, 2];[7, 7];0.0;DBL
[1, 2];[8, 7];241.0;DBL
[1, 2];[9, 7];613.0;DBL
[1, 2];[1, 8];0.0;DBL
[1, 2];[2, 8];410.0;DBL
[1, 2];[3, 8];999.0;DBL
[1, 2];[4, 8];30.0;DBL
[1, 2];[5, 8];720.0;DBL
[1, 2];[6, 8];286.0;DBL
[1, 2];[7, 8];0.0;DBL
[1, 2];[8, 8];197.0;DBL
[1, 2];[9, 8];873.0;DBL
[1, 2];[1, 9];0.0;DBL
[1, 2];[2, 9];115.0;DBL
[1, 2];[3, 9];883.0;DBL
[1, 2];[4, 9];6.5;DBL
[1, 2];[5, 9];322.0;DBL
[1, 2];[6, 9];81.0;DBL
[1, 2];[7, 9];0.0;DBL
[1, 2];[8, 9];64.0;DBL
[1, 2];[9, 9];335.0;DBL
[1, 2];[1, 10];0.0;DBL
[1, 2];[2, 10];920.0;DBL
[1, 2];[3, 10];999.0;DBL
[1, 2];[4, 10];81.0;DBL
[1, 2];[5, 10];999.0;DBL
[1, 2];[6, 10];415.0;DBL
[1, 2];[7, 10];0.0;DBL
[1, 2];[8, 10];615.0;DBL
[1, 2];[9, 10];999.0;DBL
[1, 2];[1, 11];0.0;DBL
[1, 2];[2, 11];283.0;DBL
[1, 2];[3, 11];999.0;DBL
[1, 2];[4, 11];18.0;DBL
[1, 2];[5, 11];487.0;DBL
[1, 2];[6, 11];202.0;DBL
[1, 2];[7, 11];0.0;DBL
[1, 2];[8, 11];116.0;DBL
[1, 2];[9, 11];429.0;DBL
[1, 2];[1, 12];0.0;DBL
[1, 2];[2, 12];141.0;DBL
[1, 2];[3, 12];999.0;DBL
[1, 2];[4, 12];16.0;DBL
[1, 2];[5, 12];426.0;DBL
