race,horseNumber,odds,type
1,1,14.0,WIN
1,2,12.0,WIN
1,3,37.0,WIN
1,4,10.0,WIN
1,5,7.7,WIN
1,6,6.9,WIN
1,7,6.6,WIN
1,8,28.0,WIN
1,9,6.6,WIN
1,10,12.0,WIN
1,11,17.0,WIN
1,12,5.0,WIN
