race;horseNumber;odds;type
[4, 5];[1, 1];0.0;DBL
[4, 5];[2, 1];318.0;DBL
[4, 5];[3, 1];50.0;DBL
[4, 5];[4, 1];78.0;DBL
[4, 5];[5, 1];35.0;DBL
[4, 5];[6, 1];100.0;DBL
[4, 5];[7, 1];280.0;DBL
[4, 5];[8, 1];75.0;DBL
[4, 5];[1, 2];0.0;DBL
[4, 5];[2, 2];64.0;DBL
[4, 5];[3, 2];8.5;DBL
[4, 5];[4, 2];10.0;DBL
[4, 5];[5, 2];2.6;DBL
[4, 5];[6, 2];21.0;DBL
[4, 5];[7, 2];46.0;DBL
[4, 5];[8, 2];10.0;DBL
[4, 5];[1, 3];0.0;DBL
[4, 5];[2, 3];181.0;DBL
[4, 5];[3, 3];79.0;DBL
[4, 5];[4, 3];85.0;DBL
[4, 5];[5, 3];43.0;DBL
[4, 5];[6, 3];143.0;DBL
[4, 5];[7, 3];261.0;DBL
[4, 5];[8, 3];59.0;DBL
[4, 5];[1, 4];0.0;DBL
[4, 5];[2, 4];999.0;DBL
[4, 5];[3, 4];331.0;DBL
[4, 5];[4, 4];331.0;DBL
[4, 5];[5, 4];143.0;DBL
[4, 5];[6, 4];325.0;DBL
[4, 5];[7, 4];999.0;DBL
[4, 5];[8, 4];372.0;DBL
[4, 5];[1, 5];0.0;DBL
[4, 5];[2, 5];679.0;DBL
[4, 5];[3, 5];133.0;DBL
[4, 5];[4, 5];129.0;DBL
[4, 5];[5, 5];63.0;DBL
[4, 5];[6, 5];243.0;DBL
[4, 5];[7, 5];455.0;DBL
[4, 5];[8, 5];137.0;DBL
[4, 5];[1, 6];0.0;DBL
[4, 5];[2, 6];195.0;DBL
[4, 5];[3, 6];27.0;DBL
[4, 5];[4, 6];29.0;DBL
[4, 5];[5, 6];14.0;DBL
[4, 5];[6, 6];43.0;DBL
[4, 5];[7, 6];140.0;DBL
[4, 5];[8, 6];22.0;DBL
[4, 5];[1, 7];0.0;DBL
[4, 5];[2, 7];665.0;DBL
[4, 5];[3, 7];160.0;DBL
[4, 5];[4, 7];146.0;DBL
[4, 5];[5, 7];83.0;DBL
[4, 5];[6, 7];217.0;DBL
[4, 5];[7, 7];565.0;DBL
[4, 5];[8, 7];184.0;DBL
[4, 5];[1, 8];0.0;DBL
[4, 5];[2, 8];828.0;DBL
[4, 5];[3, 8];253.0;DBL
[4, 5];[4, 8];280.0;DBL
[4, 5];[5, 8];142.0;DBL
[4, 5];[6, 8];251.0;DBL
[4, 5];[7, 8];803.0;DBL
[4, 5];[8, 8];276.0;DBL
[4, 5];[1, 9];0.0;DBL
[4, 5];[2, 9];265.0;DBL
[4, 5];[3, 9];44.0;DBL
[4, 5];[4, 9];53.0;DBL
[4, 5];[5, 9];24.0;DBL
[4, 5];[6, 9];74.0;DBL
[4, 5];[7, 9];238.0;DBL
[4, 5];[8, 9];40.0;DBL
[4, 5];[1, 10];0.0;DBL
[4, 5];[2, 10];999.0;DBL
[4, 5];[3, 10];650.0;DBL
[4, 5];[4, 10];899.0;DBL
[4, 5];[5, 10];455.0;DBL
[4, 5];[6, 10];999.0;DBL
[4, 5];[7, 10];999.0;DBL
[4, 5];[8, 10];731.0;DBL
4;[1, 2];0.0;FCT
4;[2, 1];0.0;FCT
4;[1, 3];0.0;FCT
4;[2, 3];111.0;FCT
4;[3, 1];0.0;FCT
4;[3, 2];75.0;FCT
4;[1, 4];0.0;FCT
4;[2, 4];160.0;FCT
4;[3, 4];26.0;FCT
4;[4, 1];0.0;FCT
4;[4, 2];131.0;FCT
4;[4, 3];35.0;FCT
4;[1, 5];0.0;FCT
4;[2, 5];96.0;FCT
4;[3, 5];15.0;FCT
4;[4, 5];15.0;FCT
4;[5, 1];0.0;FCT
4;[5, 2];49.0;FCT
4;[5, 3];10.0;FCT
4;[5, 4];6.8;FCT
4;[1, 6];0.0;FCT
4;[2, 6];202.0;FCT
4;[3, 6];32.0;FCT
4;[4, 6];42.0;FCT
4;[5, 6];13.0;FCT
4;[6, 1];0.0;FCT
4;[6, 2];161.0;FCT
4;[6, 3];45.0;FCT
4;[6, 4];47.0;FCT
4;[6, 5];24.0;FCT
4;[1, 7];0.0;FCT
4;[2, 7];237.0;FCT
4;[3, 7];78.0;FCT
4;[4, 7];119.0;FCT
4;[5, 7];35.0;FCT
4;[6, 7];119.0;FCT
4;[7, 1];0.0;FCT
4;[7, 2];237.0;FCT
4;[7, 3];126.0;FCT
4;[7, 4];155.0;FCT
4;[7, 5];74.0;FCT
4;[7, 6];150.0;FCT
4;[1, 8];0.0;FCT
4;[2, 8];102.0;FCT
4;[3, 8];29.0;FCT
4;[4, 8];24.0;FCT
4;[5, 8];8.2;FCT
4;[6, 8];40.0;FCT
4;[7, 8];115.0;FCT
4;[8, 1];0.0;FCT
4;[8, 2];84.0;FCT
4;[8, 3];37.0;FCT
4;[8, 4];24.0;FCT
4;[8, 5];16.0;FCT
4;[8, 6];43.0;FCT
4;[8, 7];91.0;FCT
4;[1, 2, 3, 4];0.0;FF
4;[1, 2, 3, 5];0.0;FF
4;[1, 2, 4, 5];0.0;FF
4;[1, 3, 4, 5];0.0;FF
4;[2, 3, 4, 5];25.0;FF
4;[1, 2, 3, 6];0.0;FF
4;[1, 2, 4, 6];0.0;FF
4;[1, 3, 4, 6];0.0;FF
4;[2, 3, 4, 6];91.0;FF
