race;horseNumber;odds;type
[3, 4];[1, 1];0.0;DBL
[3, 4];[2, 1];0.0;DBL
[3, 4];[3, 1];0.0;DBL
[3, 4];[4, 1];0.0;DBL
[3, 4];[5, 1];0.0;DBL
[3, 4];[6, 1];0.0;DBL
[3, 4];[7, 1];0.0;DBL
[3, 4];[8, 1];0.0;DBL
[3, 4];[9, 1];0.0;DBL
[3, 4];[10, 1];0.0;DBL
[3, 4];[11, 1];0.0;DBL
[3, 4];[12, 1];0.0;DBL
[3, 4];[13, 1];0.0;DBL
[3, 4];[14, 1];0.0;DBL
[3, 4];[1, 2];200.0;DBL
[3, 4];[2, 2];999.0;DBL
[3, 4];[3, 2];999.0;DBL
[3, 4];[4, 2];131.0;DBL
[3, 4];[5, 2];461.0;DBL
[3, 4];[6, 2];363.0;DBL
[3, 4];[7, 2];161.0;DBL
[3, 4];[8, 2];486.0;DBL
[3, 4];[9, 2];271.0;DBL
[3, 4];[10, 2];412.0;DBL
[3, 4];[11, 2];159.0;DBL
[3, 4];[12, 2];257.0;DBL
[3, 4];[13, 2];999.0;DBL
[3, 4];[14, 2];160.0;DBL
[3, 4];[1, 3];43.0;DBL
[3, 4];[2, 3];538.0;DBL
[3, 4];[3, 3];417.0;DBL
[3, 4];[4, 3];24.0;DBL
[3, 4];[5, 3];165.0;DBL
[3, 4];[6, 3];96.0;DBL
[3, 4];[7, 3];28.0;DBL
[3, 4];[8, 3];150.0;DBL
[3, 4];[9, 3];101.0;DBL
[3, 4];[10, 3];75.0;DBL
[3, 4];[11, 3];40.0;DBL
[3, 4];[12, 3];70.0;DBL
[3, 4];[13, 3];335.0;DBL
[3, 4];[14, 3];28.0;DBL
[3, 4];[1, 4];35.0;DBL
[3, 4];[2, 4];564.0;DBL
[3, 4];[3, 4];421.0;DBL
[3, 4];[4, 4];24.0;DBL
[3, 4];[5, 4];147.0;DBL
[3, 4];[6, 4];83.0;DBL
[3, 4];[7, 4];25.0;DBL
[3, 4];[8, 4];150.0;DBL
[3, 4];[9, 4];77.0;DBL
[3, 4];[10, 4];75.0;DBL
[3, 4];[11, 4];27.0;DBL
[3, 4];[12, 4];82.0;DBL
[3, 4];[13, 4];447.0;DBL
[3, 4];[14, 4];40.0;DBL
[3, 4];[1, 5];22.0;DBL
[3, 4];[2, 5];216.0;DBL
[3, 4];[3, 5];186.0;DBL
[3, 4];[4, 5];12.0;DBL
[3, 4];[5, 5];57.0;DBL
[3, 4];[6, 5];36.0;DBL
[3, 4];[7, 5];11.0;DBL
[3, 4];[8, 5];58.0;DBL
[3, 4];[9, 5];42.0;DBL
[3, 4];[10, 5];48.0;DBL
[3, 4];[11, 5];15.0;DBL
[3, 4];[12, 5];43.0;DBL
[3, 4];[13, 5];169.0;DBL
[3, 4];[14, 5];19.0;DBL
[3, 4];[1, 6];76.0;DBL
[3, 4];[2, 6];806.0;DBL
[3, 4];[3, 6];816.0;DBL
[3, 4];[4, 6];51.0;DBL
[3, 4];[5, 6];173.0;DBL
[3, 4];[6, 6];94.0;DBL
[3, 4];[7, 6];50.0;DBL
[3, 4];[8, 6];245.0;DBL
[3, 4];[9, 6];111.0;DBL
[3, 4];[10, 6];173.0;DBL
[3, 4];[11, 6];55.0;DBL
[3, 4];[12, 6];132.0;DBL
[3, 4];[13, 6];598.0;DBL
[3, 4];[14, 6];55.0;DBL
[3, 4];[1, 7];203.0;DBL
[3, 4];[2, 7];999.0;DBL
[3, 4];[3, 7];999.0;DBL
[3, 4];[4, 7];116.0;DBL
[3, 4];[5, 7];532.0;DBL
[3, 4];[6, 7];256.0;DBL
[3, 4];[7, 7];106.0;DBL
[3, 4];[8, 7];531.0;DBL
[3, 4];[9, 7];264.0;DBL
[3, 4];[10, 7];361.0;DBL
[3, 4];[11, 7];154.0;DBL
[3, 4];[12, 7];245.0;DBL
[3, 4];[13, 7];999.0;DBL
[3, 4];[14, 7];187.0;DBL
[3, 4];[1, 8];40.0;DBL
[3, 4];[2, 8];531.0;DBL
[3, 4];[3, 8];469.0;DBL
[3, 4];[4, 8];35.0;DBL
[3, 4];[5, 8];141.0;DBL
[3, 4];[6, 8];88.0;DBL
[3, 4];[7, 8];28.0;DBL
[3, 4];[8, 8];136.0;DBL
[3, 4];[9, 8];68.0;DBL
[3, 4];[10, 8];80.0;DBL
[3, 4];[11, 8];20.0;DBL
[3, 4];[12, 8];82.0;DBL
[3, 4];[13, 8];376.0;DBL
[3, 4];[14, 8];25.0;DBL
3;[1, 2];657.0;FCT
3;[2, 1];721.0;FCT
3;[1, 3];596.0;FCT
3;[2, 3];824.0;FCT
3;[3, 1];354.0;FCT
3;[3, 2];999.0;FCT
3;[1, 4];48.0;FCT
3;[2, 4];501.0;FCT
3;[3, 4];584.0;FCT
3;[4, 1];37.0;FCT
3;[4, 2];268.0;FCT
3;[4, 3];335.0;FCT
3;[1, 5];264.0;FCT
3;[2, 5];999.0;FCT
3;[3, 5];999.0;FCT
3;[4, 5];119.0;FCT
3;[5, 1];305.0;FCT
3;[5, 2];999.0;FCT
3;[5, 3];999.0;FCT
3;[5, 4];164.0;FCT
3;[1, 6];133.0;FCT
3;[2, 6];633.0;FCT
3;[3, 6];592.0;FCT
3;[4, 6];80.0;FCT
3;[5, 6];352.0;FCT
3;[6, 1];156.0;FCT
3;[6, 2];725.0;FCT
3;[6, 3];634.0;FCT
3;[6, 4];117.0;FCT
