race;horseNumber;odds;type
[8, 9];[1, 1];26.0;DBL
[8, 9];[2, 1];28.0;DBL
[8, 9];[3, 1];195.0;DBL
[8, 9];[4, 1];105.0;DBL
[8, 9];[5, 1];999.0;DBL
[8, 9];[6, 1];328.0;DBL
[8, 9];[7, 1];706.0;DBL
[8, 9];[8, 1];938.0;DBL
[8, 9];[9, 1];999.0;DBL
[8, 9];[10, 1];256.0;DBL
[8, 9];[1, 2];21.0;DBL
[8, 9];[2, 2];34.0;DBL
[8, 9];[3, 2];141.0;DBL
[8, 9];[4, 2];61.0;DBL
[8, 9];[5, 2];580.0;DBL
[8, 9];[6, 2];247.0;DBL
[8, 9];[7, 2];430.0;DBL
[8, 9];[8, 2];664.0;DBL
[8, 9];[9, 2];880.0;DBL
[8, 9];[10, 2];118.0;DBL
[8, 9];[1, 3];16.0;DBL
[8, 9];[2, 3];17.0;DBL
[8, 9];[3, 3];96.0;DBL
[8, 9];[4, 3];68.0;DBL
[8, 9];[5, 3];481.0;DBL
[8, 9];[6, 3];228.0;DBL
[8, 9];[7, 3];414.0;DBL
[8, 9];[8, 3];512.0;DBL
[8, 9];[9, 3];739.0;DBL
[8, 9];[10, 3];150.0;DBL
[8, 9];[1, 4];41.0;DBL
[8, 9];[2, 4];48.0;DBL
[8, 9];[3, 4];248.0;DBL
[8, 9];[4, 4];132.0;DBL
[8, 9];[5, 4];999.0;DBL
[8, 9];[6, 4];416.0;DBL
[8, 9];[7, 4];845.0;DBL
[8, 9];[8, 4];999.0;DBL
[8, 9];[9, 4];999.0;DBL
[8, 9];[10, 4];331.0;DBL
[8, 9];[1, 5];40.0;DBL
[8, 9];[2, 5];61.0;DBL
[8, 9];[3, 5];251.0;DBL
[8, 9];[4, 5];127.0;DBL
[8, 9];[5, 5];702.0;DBL
[8, 9];[6, 5];293.0;DBL
[8, 9];[7, 5];843.0;DBL
[8, 9];[8, 5];792.0;DBL
[8, 9];[9, 5];999.0;DBL
[8, 9];[10, 5];341.0;DBL
[8, 9];[1, 6];23.0;DBL
[8, 9];[2, 6];25.0;DBL
[8, 9];[3, 6];130.0;DBL
[8, 9];[4, 6];77.0;DBL
[8, 9];[5, 6];559.0;DBL
[8, 9];[6, 6];243.0;DBL
[8, 9];[7, 6];400.0;DBL
[8, 9];[8, 6];562.0;DBL
[8, 9];[9, 6];529.0;DBL
[8, 9];[10, 6];195.0;DBL
[8, 9];[1, 7];59.0;DBL
[8, 9];[2, 7];103.0;DBL
[8, 9];[3, 7];315.0;DBL
[8, 9];[4, 7];195.0;DBL
[8, 9];[5, 7];999.0;DBL
[8, 9];[6, 7];644.0;DBL
[8, 9];[7, 7];999.0;DBL
[8, 9];[8, 7];999.0;DBL
[8, 9];[9, 7];999.0;DBL
[8, 9];[10, 7];450.0;DBL
[8, 9];[1, 8];121.0;DBL
[8, 9];[2, 8];151.0;DBL
[8, 9];[3, 8];443.0;DBL
[8, 9];[4, 8];446.0;DBL
[8, 9];[5, 8];999.0;DBL
[8, 9];[6, 8];829.0;DBL
[8, 9];[7, 8];999.0;DBL
[8, 9];[8, 8];999.0;DBL
[8, 9];[9, 8];999.0;DBL
[8, 9];[10, 8];849.0;DBL
[8, 9];[1, 9];26.0;DBL
[8, 9];[2, 9];26.0;DBL
[8, 9];[3, 9];140.0;DBL
[8, 9];[4, 9];81.0;DBL
[8, 9];[5, 9];999.0;DBL
[8, 9];[6, 9];232.0;DBL
[8, 9];[7, 9];593.0;DBL
[8, 9];[8, 9];999.0;DBL
[8, 9];[9, 9];999.0;DBL
[8, 9];[10, 9];186.0;DBL
[8, 9];[1, 10];7.3;DBL
[8, 9];[2, 10];14.0;DBL
[8, 9];[3, 10];53.0;DBL
[8, 9];[4, 10];31.0;DBL
[8, 9];[5, 10];294.0;DBL
[8, 9];[6, 10];98.0;DBL
[8, 9];[7, 10];301.0;DBL
[8, 9];[8, 10];411.0;DBL
[8, 9];[9, 10];408.0;DBL
[8, 9];[10, 10];69.0;DBL
[8, 9];[1, 11];68.0;DBL
[8, 9];[2, 11];149.0;DBL
[8, 9];[3, 11];407.0;DBL
[8, 9];[4, 11];207.0;DBL
[8, 9];[5, 11];999.0;DBL
[8, 9];[6, 11];774.0;DBL
[8, 9];[7, 11];999.0;DBL
[8, 9];[8, 11];999.0;DBL
[8, 9];[9, 11];999.0;DBL
[8, 9];[10, 11];595.0;DBL
[8, 9];[1, 12];153.0;DBL
[8, 9];[2, 12];277.0;DBL
[8, 9];[3, 12];865.0;DBL
[8, 9];[4, 12];562.0;DBL
[8, 9];[5, 12];999.0;DBL
[8, 9];[6, 12];927.0;DBL
[8, 9];[7, 12];999.0;DBL
[8, 9];[8, 12];999.0;DBL
[8, 9];[9, 12];999.0;DBL
[8, 9];[10, 12];999.0;DBL
[8, 9];[1, 13];20.0;DBL
[8, 9];[2, 13];19.0;DBL
[8, 9];[3, 13];130.0;DBL
[8, 9];[4, 13];71.0;DBL
[8, 9];[5, 13];328.0;DBL
[8, 9];[6, 13];231.0;DBL
[8, 9];[7, 13];380.0;DBL
[8, 9];[8, 13];783.0;DBL
[8, 9];[9, 13];783.0;DBL
[8, 9];[10, 13];163.0;DBL
[8, 9];[1, 14];19.0;DBL
[8, 9];[2, 14];24.0;DBL
[8, 9];[3, 14];109.0;DBL
[8, 9];[4, 14];60.0;DBL
[8, 9];[5, 14];222.0;DBL
[8, 9];[6, 14];200.0;DBL
[8, 9];[7, 14];546.0;DBL
[8, 9];[8, 14];634.0;DBL
[8, 9];[9, 14];825.0;DBL
[8, 9];[10, 14];160.0;DBL
8;[1, 2];5.0;FCT
8;[2, 1];6.4;FCT
8;[1, 3];19.0;FCT
8;[2, 3];25.0;FCT
8;[3, 1];38.0;FCT
8;[3, 2];60.0;FCT
8;[1, 4];10.0;FCT
8;[2, 4];12.0;FCT
8;[3, 4];90.0;FCT
8;[4, 1];23.0;FCT
8;[4, 2];31.0;FCT
8;[4, 3];86.0;FCT
8;[1, 5];54.0;FCT
8;[2, 5];100.0;FCT
8;[3, 5];598.0;FCT
8;[4, 5];315.0;FCT
8;[5, 1];188.0;FCT
8;[5, 2];252.0;FCT
8;[5, 3];763.0;FCT
8;[5, 4];471.0;FCT
8;[1, 6];24.0;FCT
8;[2, 6];45.0;FCT
8;[3, 6];189.0;FCT
8;[4, 6];138.0;FCT
8;[5, 6];982.0;FCT
8;[6, 1];67.0;FCT
8;[6, 2];92.0;FCT
8;[6, 3];205.0;FCT
8;[6, 4];160.0;FCT
8;[6, 5];758.0;FCT
8;[1, 7];54.0;FCT
8;[2, 7];97.0;FCT
8;[3, 7];546.0;FCT
8;[4, 7];248.0;FCT
8;[5, 7];999.0;FCT
8;[6, 7];729.0;FCT
8;[7, 1];163.0;FCT
8;[7, 2];249.0;FCT
8;[7, 3];665.0;FCT
8;[7, 4];339.0;FCT
8;[7, 5];999.0;FCT
8;[7, 6];830.0;FCT
8;[1, 8];76.0;FCT
8;[2, 8];149.0;FCT
8;[3, 8];699.0;FCT
8;[4, 8];308.0;FCT
8;[5, 8];999.0;FCT
8;[6, 8];999.0;FCT
8;[7, 8];658.0;FCT
8;[8, 1];246.0;FCT
8;[8, 2];382.0;FCT
8;[8, 3];971.0;FCT
8;[8, 4];541.0;FCT
8;[8, 5];999.0;FCT
8;[8, 6];999.0;FCT
8;[8, 7];759.0;FCT
8;[1, 9];63.0;FCT
8;[2, 9];142.0;FCT
8;[3, 9];373.0;FCT
8;[4, 9];340.0;FCT
8;[5, 9];999.0;FCT
8;[6, 9];514.0;FCT
8;[7, 9];999.0;FCT
8;[8, 9];999.0;FCT
8;[9, 1];244.0;FCT
8;[9, 2];403.0;FCT
8;[9, 3];469.0;FCT
8;[9, 4];687.0;FCT
8;[9, 5];999.0;FCT
8;[9, 6];633.0;FCT
8;[9, 7];999.0;FCT
8;[9, 8];999.0;FCT
8;[1, 10];17.0;FCT
8;[2, 10];33.0;FCT
8;[3, 10];146.0;FCT
8;[4, 10];93.0;FCT
8;[5, 10];731.0;FCT
8;[6, 10];216.0;FCT
8;[7, 10];586.0;FCT
8;[8, 10];980.0;FCT
8;[9, 10];658.0;FCT
8;[10, 1];44.0;FCT
8;[10, 2];70.0;FCT
8;[10, 3];157.0;FCT
8;[10, 4];104.0;FCT
8;[10, 5];535.0;FCT
8;[10, 6];211.0;FCT
8;[10, 7];477.0;FCT
8;[10, 8];735.0;FCT
8;[10, 9];531.0;FCT
8;[1, 2, 3, 4];7.6;FF
8;[1, 2, 3, 5];50.0;FF
8;[1, 2, 4, 5];26.0;FF
8;[1, 3, 4, 5];126.0;FF
8;[2, 3, 4, 5];193.0;FF
8;[1, 2, 3, 6];25.0;FF
8;[1, 2, 4, 6];13.0;FF
8;[1, 3, 4, 6];62.0;FF
8;[2, 3, 4, 6];115.0;FF
8;[1, 2, 5, 6];66.0;FF
8;[1, 3, 5, 6];333.0;FF
8;[2, 3, 5, 6];720.0;FF
8;[1, 4, 5, 6];177.0;FF
8;[2, 4, 5, 6];343.0;FF
8;[3, 4, 5, 6];958.0;FF
8;[1, 2, 3, 7];73.0;FF
8;[1, 2, 4, 7];31.0;FF
8;[1, 3, 4, 7];146.0;FF
8;[2, 3, 4, 7];229.0;FF
8;[1, 2, 5, 7];167.0;FF
8;[1, 3, 5, 7];599.0;FF
8;[2, 3, 5, 7];999.0;FF
8;[1, 4, 5, 7];375.0;FF
8;[2, 4, 5, 7];481.0;FF
8;[3, 4, 5, 7];999.0;FF
8;[1, 2, 6, 7];86.0;FF
8;[1, 3, 6, 7];384.0;FF
8;[2, 3, 6, 7];743.0;FF
8;[1, 4, 6, 7];166.0;FF
8;[2, 4, 6, 7];334.0;FF
8;[3, 4, 6, 7];871.0;FF
8;[1, 5, 6, 7];981.0;FF
8;[2, 5, 6, 7];999.0;FF
8;[3, 5, 6, 7];999.0;FF
8;[4, 5, 6, 7];999.0;FF
8;[1, 2, 3, 8];114.0;FF
8;[1, 2, 4, 8];44.0;FF
8;[1, 3, 4, 8];210.0;FF
8;[2, 3, 4, 8];312.0;FF
8;[1, 2, 5, 8];241.0;FF
8;[1, 3, 5, 8];803.0;FF
8;[2, 3, 5, 8];999.0;FF
8;[1, 4, 5, 8];496.0;FF
8;[2, 4, 5, 8];631.0;FF
8;[3, 4, 5, 8];999.0;FF
8;[1, 2, 6, 8];164.0;FF
8;[1, 3, 6, 8];561.0;FF
8;[2, 3, 6, 8];999.0;FF
8;[1, 4, 6, 8];263.0;FF
8;[2, 4, 6, 8];518.0;FF
8;[3, 4, 6, 8];999.0;FF
8;[1, 5, 6, 8];999.0;FF
8;[2, 5, 6, 8];999.0;FF
