race,horseNumber,odds,type
9,1,11.0,WIN
9,2,4.6,WIN
9,3,10.0,WIN
9,4,4.3,WIN
9,5,76.0,WIN
9,6,71.0,WIN
9,7,132.0,WIN
9,8,4.3,WIN
9,9,8.1,WIN
9,10,10,WIN
9,11,14,WIN
9,12,35.0,WIN
